id,label
222,1.0
223,0.9994
224,0.0
225,1.0
226,0.0008
227,0.0002
228,0.0
229,0.9999
230,0.003
231,0.0
232,0.0001
233,0.0
234,0.9339
235,0.0103
236,0.042
237,0.9992
238,0.9998
239,0.1124
240,0.9262
241,0.9984
242,0.9949
243,0.9852
244,0.9996
245,0.0001
246,0.0148
247,0.0
248,0.9998
249,0.9115
250,0.0
251,0.0727
252,0.0
253,0.9974
254,0.9103
255,0.0001
256,1.0
257,0.0
258,0.0001
259,0.6714
260,1.0
261,1.0
262,0.8859
263,0.6491
264,1.0
265,0.0
266,0.9211
267,0.0013
268,0.0129
269,0.8808
270,0.0276
271,0.0001
272,0.0
273,0.9987
274,0.9941
275,1.0
276,0.9798
277,0.9963
278,0.998
279,0.0
280,0.055
281,0.972
282,0.9995
283,0.9986
284,0.9411
285,1.0
286,0.0
287,0.1354
288,1.0
289,0.8993
290,1.0
291,0.9887
292,0.0036
293,0.9994
294,0.0073
295,0.9999
296,0.0103
297,0.0001
298,0.0036
299,0.0018
300,0.0
301,1.0
302,0.0002
303,1.0
304,0.0
305,0.0006
306,0.0
307,0.0003
308,0.942
309,0.6215
310,0.1052
311,1.0
312,0.9994
313,0.9995
314,0.9808
315,0.0
316,0.0003
317,1.0
318,0.024
319,0.9912
320,1.0
321,0.0
322,0.0207
323,0.9726
324,0.9964
325,0.5886
326,1.0
327,0.0
328,0.9992
329,0.996
330,0.0009
331,0.0
332,0.0
333,0.0
334,0.9693
335,0.0
336,0.9289
337,0.4804
338,0.9998
339,0.9673
340,0.9868
341,0.0143
342,0.9999
343,0.0
344,0.9998
345,1.0
346,0.2667
347,0.0
348,0.9997
349,0.9997
350,0.0
351,1.0
352,1.0
353,0.0
354,0.2302
355,0.98
356,0.0
357,0.9834
358,0.9942
359,0.0
360,0.0
361,0.0
362,0.9945
363,0.6157
364,0.0
365,0.0007
366,0.9978
367,0.6823
368,0.989
369,0.0019
370,0.9641
371,0.9968
372,0.0019
373,0.3097
374,0.9814
375,0.0001
376,1.0
377,0.9999
378,0.1494
379,0.0
380,0.9989
381,0.0
382,1.0
383,0.0
384,0.0
385,0.0
386,0.0021
387,0.9875
388,0.8607
389,0.9995
390,0.9309
391,0.6477
392,1.0
393,0.9994
394,0.9994
395,0.0625
396,0.5751
397,0.8789
398,0.0
399,0.9999
400,0.9003
401,0.0
402,0.9987
403,0.9999
404,1.0
405,0.8133
406,0.0537
407,0.4845
408,0.9313
409,0.0
410,0.0001
411,0.3347
412,0.0
413,0.9987
414,0.8122
415,0.9877
416,1.0
417,0.0
418,0.9974
419,0.9996
420,0.1264
421,0.006
422,0.9639
423,0.596
424,1.0
425,0.7825
426,1.0
427,0.0
428,1.0
429,0.0173
430,0.0
431,0.0006
432,0.9842
433,0.9978
434,0.0125
435,1.0
436,0.6447
437,0.0
438,0.0
439,0.9978
440,0.0124
441,0.999
442,0.0011
443,0.9994
444,0.9999
445,0.0
446,0.8577
447,0.9719
448,1.0
449,0.986
450,0.0035
451,0.3408
452,0.9994
453,0.0
454,0.9999
455,0.0009
456,0.0118
457,0.9005
458,0.0346
459,0.0017
460,0.496
461,1.0
462,0.0028
463,0.0
464,0.0006
465,1.0
466,0.9999
467,1.0
468,0.9969
469,0.0517
470,0.002
471,0.9994
472,0.5316
473,0.0107
474,0.0
475,0.9993
476,0.0063
477,0.9034
478,0.9999
479,0.002
480,0.999
481,0.0
482,0.0
483,0.9489
484,0.9531
485,0.0563
486,0.9469
487,0.0
488,0.9994
489,0.0
490,0.0013
491,0.9889
492,0.0
493,1.0
494,0.001
495,0.0
496,1.0
497,0.0001
498,0.9967
499,0.0
500,0.0107
501,0.9875
502,0.0871
503,0.0
504,0.9996
505,0.2282
506,0.0277
507,0.9633
508,0.0
509,0.9994
510,0.9969
511,0.9718
512,0.135
513,0.0
514,0.0
515,0.0
516,0.0003
517,0.0013
518,0.9997
519,0.9997
520,0.0
521,0.0
522,0.9297
523,0.0026
524,0.9997
525,0.0032
526,1.0
527,0.5997
528,0.9995
529,0.0
530,0.0
531,0.9789
532,0.9835
533,0.0001
534,0.0
535,0.9985
536,0.0
537,0.9889
538,0.9831
539,0.9999
540,0.0
541,0.9795
542,1.0
543,0.9837
544,0.9995
545,1.0
546,0.9889
547,0.0
548,0.1222
549,0.9997
550,0.9966
551,0.8629
552,0.998
553,1.0
554,0.0005
555,0.7869
556,0.9999
557,0.9633
558,0.0132
559,1.0
560,0.9273
561,0.8545
562,0.0
563,0.0
564,0.9538
565,0.0
566,0.9985
567,0.0006
568,0.0
569,0.9807
570,0.0866
571,0.9804
572,0.9995
573,0.0156
574,0.0
575,0.0003
576,0.0561
577,0.9365
578,1.0
579,0.0
580,0.0033
581,0.0
582,0.0364
583,0.9997
584,0.999
585,0.0003
586,0.0267
587,0.0
588,0.1184
589,0.0
590,0.9689
591,0.0035
592,0.9997
593,0.9947
594,0.0
595,0.994
596,0.285
597,0.614
598,0.9999
599,0.9956
600,0.9859
601,0.0
602,0.9999
603,0.9907
604,0.0
605,0.0015
606,1.0
607,0.0084
608,0.0
609,0.0038
610,0.9752
611,0.4185
612,1.0
613,0.2623
614,0.999
615,0.9994
616,0.983
617,0.8959
618,0.9902
619,0.9841
620,0.9989
621,0.0
622,1.0
623,0.9859
624,0.9996
625,0.0007
626,0.0002
627,0.9941
628,1.0
629,0.0001
630,0.0003
631,0.9537
632,0.9801
633,0.0
634,0.9922
635,0.0
636,0.9999
637,0.0012
638,0.9999
639,1.0
640,0.6167
641,0.9836
642,0.7462
643,0.9856
644,0.2486
645,0.2478
646,1.0
647,0.9999
648,0.0002
649,0.9709
650,0.0
651,0.3643
652,0.001
653,0.9876
654,0.0
655,0.2588
656,0.0686
657,0.0
658,0.0418
659,0.9977
660,0.8613
661,0.9911
662,0.0
663,0.0
664,0.9992
665,0.1622
666,0.0645
667,0.1481
668,1.0
669,0.0
670,0.0
671,0.9988
672,0.0433
673,0.0454
674,0.9377
675,0.0002
676,0.9166
677,0.0002
678,1.0
679,0.9899
680,0.0168
681,0.0012
682,0.9982
683,1.0
684,0.9992
685,0.637
686,0.9993
687,0.9999
688,0.9588
689,0.992
690,1.0
691,0.9994
692,0.0014
693,0.9052
694,0.0007
695,0.0
696,0.9776
697,0.9994
698,0.9937
699,0.0029
700,0.001
701,0.0296
702,0.0
703,0.0037
704,0.0016
705,0.0
706,0.0022
707,0.0
708,0.9548
709,1.0
710,0.9978
711,0.3524
712,0.0001
713,0.9848
714,0.0033
715,0.0012
716,0.0049
717,0.0007
718,0.0091
719,0.8992
720,0.2756
721,0.9997
722,0.9986
723,0.9999
724,0.0221
725,0.1496
726,0.9945
727,0.9119
728,0.0
729,0.327
730,0.9958
731,1.0
732,0.0002
733,1.0
734,0.0409
735,0.7157
736,0.0274
737,0.9998
738,0.9997
739,0.4436
740,0.999
741,0.0006
742,0.0048
743,0.0
744,0.9922
745,0.0002
746,0.0
747,0.9687
748,0.2819
749,0.0
750,0.0001
751,0.9991
752,0.0002
753,0.0004
754,0.0
755,1.0
756,0.0
757,0.0026
758,0.998
759,0.9624
760,0.2296
761,0.0
762,0.9996
763,0.9388
764,0.0
765,0.9989
766,0.0
767,0.9708
768,0.0284
769,0.0001
770,0.2607
771,0.4651
772,0.9998
773,0.9306
774,0.999
775,0.9618
776,0.9976
777,0.0
778,1.0
779,0.0
780,1.0
781,0.9896
782,0.0537
783,0.0004
784,0.9997
785,0.9001
786,0.0
787,0.9999
788,0.9998
789,0.0002
790,0.0
791,0.0
792,0.9998
793,0.993
794,0.9993
795,1.0
796,0.1164
797,0.0
798,0.9993
799,0.0097
800,0.0697
801,0.0185
802,0.0001
803,0.9999
804,0.8463
805,1.0
806,0.0
807,0.9213
808,0.0
809,0.0
810,0.0189
811,0.0
812,0.9999
813,0.0
814,0.8933
815,0.9924
816,0.91
817,0.6623
818,0.9378
819,0.0004
820,1.0
821,0.9978
822,0.0
823,0.8939
824,0.9778
825,0.9999
826,0.0
827,0.5452
828,0.9999
829,0.0001
830,0.0
831,0.0002
832,1.0
833,0.9978
834,0.0
835,0.0
836,0.9995
837,0.0081
838,0.0
839,1.0
840,0.0096
841,0.0
842,0.9988
843,0.9968
844,0.9951
845,1.0
846,0.0001
847,0.0
848,0.9959
849,0.0088
850,0.9419
851,0.8086
852,0.3172
853,0.0
854,0.1783
855,0.9999
856,0.0
857,0.9998
858,0.9998
859,0.0
860,0.0002
861,0.9993
862,0.0
863,0.9567
864,0.0003
865,0.0048
866,0.0063
867,0.0
868,0.0
869,0.999
870,0.9513
871,0.9369
872,0.8697
873,1.0
874,0.0
875,0.0046
876,0.0
877,0.9993
878,0.3848
879,0.0
880,0.9659
881,0.9994
882,0.7448
883,0.981
884,1.0
885,0.0
886,0.0
887,0.0116
888,0.9949
889,0.9998
890,0.9851
891,0.9998
892,0.997
893,0.0267
894,0.0061
895,0.0
896,0.0328
897,0.9999
898,0.8861
899,0.973
900,1.0
901,0.9614
902,0.9823
903,0.9986
904,0.0327
905,0.9741
906,0.0
907,1.0
908,0.0136
909,0.9997
910,1.0
911,0.0149
912,0.9996
913,0.9809
914,0.0
915,0.0001
916,0.9908
917,0.8902
918,0.9991
919,0.9181
920,0.9872
921,0.0
922,0.0001
923,0.0013
924,0.0
925,0.1022
926,0.9626
927,0.0
928,0.0001
929,0.0021
930,0.0429
931,0.5865
932,0.0
933,1.0
934,0.0
935,0.0
936,0.0008
937,0.0
938,0.9999
939,0.9737
940,0.0233
941,0.0
942,0.0029
943,0.0
944,0.9925
945,0.9996
946,0.5578
947,0.8132
948,0.9986
949,0.7301
950,0.9996
951,0.8834
952,1.0
953,0.0
954,1.0
955,0.0278
956,0.9999
957,0.9996
958,0.0027
959,0.9965
960,1.0
961,0.0096
962,0.0003
963,0.0001
964,0.0002
965,0.9988
966,0.0005
967,0.9685
968,0.9993
969,0.0
970,0.9924
971,0.9896
972,0.2485
973,0.9999
974,0.3245
975,0.0
976,0.9997
977,0.0006
978,0.8122
979,0.9991
980,0.9998
981,0.0
982,0.9995
983,0.9977
984,1.0
985,0.2419
986,0.975
987,0.0
988,0.0
989,0.9716
990,0.9886
991,0.0011
992,0.0014
993,0.9997
994,0.0
995,0.996
996,0.9888
997,0.9942
998,0.9932
999,0.3476
1000,1.0
1001,0.9655
1002,0.9998
1003,0.0003
1004,0.0005
1005,0.9997
1006,0.0
1007,0.9999
1008,0.0088
1009,0.1594
1010,0.92
1011,0.0003
1012,0.1204
1013,0.8983
1014,0.9768
1015,0.994
1016,0.0023
1017,0.0
1018,0.0002
1019,0.0131
1020,0.0
1021,0.0002
1022,0.9552
1023,0.6291
1024,0.0
1025,0.0102
1026,0.0001
1027,0.0528
1028,0.0
1029,0.0003
1030,0.0
1031,0.9731
1032,1.0
1033,0.9999
1034,0.0033
1035,0.0
1036,0.9999
1037,0.0
1038,0.001
1039,0.1005
1040,0.9961
1041,0.0
1042,0.9994
1043,0.0
1044,0.9991
1045,0.0003
1046,0.9999
1047,0.9999
1048,0.5827
1049,0.8001
1050,0.0
1051,0.0
1052,0.0002
1053,0.9957
1054,1.0
1055,0.9985
1056,0.9755
1057,0.0
1058,0.9998
1059,0.9998
1060,0.0
1061,0.0
1062,0.0014
1063,0.0
1064,0.0
1065,0.0002
1066,0.9931
1067,0.0
1068,0.0
1069,0.0032
1070,0.9999
1071,0.9459
1072,1.0
1073,0.0001
1074,1.0
1075,0.0014
1076,0.0
1077,1.0
1078,0.9929
1079,0.9987
1080,0.0
1081,0.0039
1082,0.9999
1083,0.9949
1084,0.729
1085,0.9724
1086,1.0
1087,0.3799
1088,0.9229
1089,1.0
1090,0.0034
1091,0.0011
1092,0.9989
1093,0.9999
1094,0.0156
1095,0.8465
1096,0.1566
1097,0.9977
1098,0.0004
1099,0.7767
1100,0.0724
1101,0.0001
1102,0.9484
1103,0.8081
1104,0.0
1105,0.0
1106,0.0
1107,0.9747
1108,0.0
1109,0.9999
1110,0.045
1111,0.0
1112,0.0061
1113,0.9999
1114,0.0
1115,0.659
1116,0.0
1117,0.0
1118,0.0047
1119,0.9998
1120,0.003
1121,0.1047
1122,1.0
1123,0.0006
1124,0.7569
1125,0.982
1126,0.001
1127,0.5888
1128,0.0026
1129,0.9956
1130,0.3084
1131,0.0034
1132,0.9995
1133,0.9919
1134,0.9675
1135,0.0
1136,0.9381
1137,0.9531
1138,0.0309
1139,0.8599
1140,0.0009
1141,0.0
1142,0.9872
1143,0.0
1144,0.7843
1145,0.9919
1146,0.0
1147,0.9724
1148,0.0
1149,1.0
1150,0.9999
1151,0.016
1152,0.0789
1153,0.9661
1154,0.9985
1155,0.999
1156,0.0182
1157,0.9999
1158,0.9994
1159,0.0703
1160,0.9972
1161,0.115
1162,0.0
1163,0.9675
1164,0.7657
1165,1.0
1166,0.0001
1167,0.7686
1168,0.9994
1169,0.9992
1170,0.0244
1171,1.0
1172,0.0
1173,0.3963
1174,0.0215
1175,0.0002
1176,0.0005
1177,0.0
1178,0.0048
1179,0.0013
1180,0.0
1181,0.9969
1182,0.9589
1183,1.0
1184,0.0106
1185,0.0
1186,0.0
1187,0.9999
1188,1.0
1189,0.9966
1190,0.9953
1191,0.686
1192,0.0
1193,0.0017
1194,0.0008
1195,0.1616
1196,0.0064
1197,0.9795
1198,0.0212
1199,0.5173
1200,0.6945
1201,0.9897
1202,0.0
1203,0.1175
1204,0.0
1205,0.0021
1206,0.9842
1207,0.9945
1208,0.0182
1209,0.0
1210,0.0001
1211,0.1861
1212,0.0
1213,0.0002
1214,0.9999
1215,0.9941
1216,0.0
1217,0.9997
1218,1.0
1219,0.9973
1220,0.0
1221,0.0001
1222,0.2365
1223,0.0
1224,0.0
1225,1.0
1226,0.0004
1227,0.9908
1228,0.0234
1229,0.0003
1230,0.0623
1231,0.9998
1232,0.0
1233,0.0
1234,0.1907
1235,1.0
1236,0.9999
1237,0.9997
1238,0.1003
1239,0.0001
1240,1.0
1241,0.9864
1242,0.9992
1243,0.2735
1244,0.0
1245,0.9965
1246,0.9671
1247,0.9985
1248,0.0
1249,0.9999
1250,0.5579
1251,1.0
1252,0.6797
1253,0.0001
1254,0.9084
1255,0.1121
1256,0.0
1257,0.0
1258,1.0
1259,0.7521
1260,0.0438
1261,0.0
1262,0.997
1263,0.9999
1264,0.0
1265,0.0
1266,0.113
1267,0.0121
1268,1.0
1269,0.9997
1270,0.0
1271,0.0
1272,0.9981
1273,0.8177
1274,0.0
1275,0.0056
1276,0.0
1277,0.9557
1278,0.0001
1279,0.9999
1280,0.0001
1281,1.0
1282,0.3125
1283,0.8268
1284,0.9672
1285,0.0595
1286,0.0
1287,0.997
1288,0.9999
1289,0.9781
1290,0.9993
1291,0.427
1292,1.0
1293,1.0
1294,0.0035
1295,0.0
1296,1.0
1297,1.0
1298,1.0
1299,0.0008
1300,0.9895
1301,0.0175
1302,0.9396
1303,0.0
1304,0.0
1305,0.9565
1306,0.0433
1307,0.9978
1308,0.9967
1309,0.0
1310,0.9997
1311,0.6384
1312,0.9993
1313,0.9996
1314,0.2753
1315,0.0001
1316,0.9822
1317,0.9999
1318,0.9984
1319,0.9974
1320,0.9997
1321,1.0
1322,0.0
1323,0.0002
1324,0.9386
1325,1.0
1326,0.5248
1327,0.0025
1328,0.0
1329,0.999
1330,0.8988
1331,0.0
1332,0.9821
1333,0.9994
1334,0.0
1335,0.9998
1336,0.9914
1337,0.0
1338,0.9967
1339,0.0
1340,1.0
1341,0.0
1342,0.168
1343,0.9999
1344,0.0
1345,0.9827
1346,0.8837
1347,0.9906
1348,0.9733
1349,0.9987
1350,0.9994
1351,0.0
1352,0.9688
1353,0.9996
1354,1.0
1355,0.0
1356,0.0008
1357,0.0001
1358,0.3013
1359,0.0
1360,0.0
1361,1.0
1362,0.0
1363,0.9998
1364,0.0007
1365,0.7156
1366,0.9995
1367,0.8273
1368,0.9763
1369,0.0
1370,0.0033
1371,0.9996
1372,0.9705
1373,0.9976
1374,0.0
1375,0.0178
1376,0.9994
1377,0.8883
1378,0.974
1379,1.0
1380,0.6802
1381,0.9959
1382,0.9962
1383,0.9999
1384,0.9964
1385,0.9995
1386,1.0
1387,0.0356
1388,0.0004
1389,0.991
1390,0.0
1391,0.0001
1392,1.0
1393,0.9999
1394,0.9974
1395,1.0
1396,0.0004
1397,0.0
1398,1.0
1399,0.9707
1400,0.0009
1401,0.0305
1402,0.0001
1403,0.9999
1404,1.0
1405,0.4534
1406,0.9997
1407,0.0
1408,0.0008
1409,0.9888
1410,0.7967
1411,0.9999
1412,0.8598
1413,0.9989
1414,0.0
1415,0.9517
1416,0.9965
1417,0.9904
1418,0.0052
1419,0.9992
1420,0.0
1421,0.0
1422,0.0005
1423,1.0
1424,0.0645
1425,0.9581
1426,0.0
1427,0.9999
1428,0.9956
1429,0.9893
1430,0.0136
1431,0.9985
1432,0.9983
1433,0.0
1434,0.0001
1435,0.9958
1436,0.8933
1437,0.3957
1438,1.0
1439,0.0
1440,0.9995
1441,0.856
1442,0.0
1443,0.0004
1444,0.9986
1445,0.9659
1446,0.994
1447,0.9999
1448,0.0
1449,1.0
1450,0.0
1451,0.0
1452,0.9998
1453,1.0
1454,0.0002
1455,1.0
1456,0.0524
1457,0.992
1458,0.9987
1459,0.323
1460,0.9999
1461,0.9902
1462,0.9933
1463,0.0002
1464,0.0
1465,0.9866
1466,0.0057
1467,0.0107
1468,0.9997
1469,0.9997
1470,0.0
1471,0.9998
1472,0.9924
1473,0.9969
1474,0.0
1475,0.6477
1476,0.9105
1477,0.5117
1478,0.0
1479,0.0001
1480,0.9999
1481,0.1108
1482,0.7836
1483,0.9991
1484,0.9988
1485,0.8027
1486,0.0
1487,0.0
1488,0.0003
1489,0.9761
1490,1.0
1491,0.5747
1492,0.0001
1493,0.0001
1494,0.9977
1495,0.0021
1496,0.9989
1497,0.9988
1498,0.931
1499,0.9993
1500,0.0
1501,0.0
1502,0.0001
1503,0.0012
1504,0.0138
1505,0.9996
1506,0.9999
1507,0.0
1508,0.9929
1509,0.9999
1510,0.0
1511,0.2696
1512,0.9986
1513,1.0
1514,0.9994
1515,0.0084
1516,0.9997
1517,0.9974
1518,0.9998
1519,0.0
1520,0.0344
1521,0.0138
1522,0.0
1523,0.0164
1524,0.9986
1525,0.0
1526,1.0
1527,0.9954
1528,0.6223
1529,0.0
1530,0.0025
1531,0.9719
1532,0.0005
1533,0.0024
1534,1.0
1535,0.0012
1536,0.9993
1537,0.0
1538,0.9994
1539,0.0
1540,0.0044
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0227
1546,0.0001
1547,0.0
1548,0.9998
1549,0.0469
1550,0.0001
1551,1.0
1552,0.9388
1553,0.9996
1554,0.0416
1555,0.0
1556,0.0827
1557,0.0
1558,0.7943
1559,0.0004
1560,1.0
1561,0.9802
1562,0.0042
1563,0.008
1564,0.0
1565,0.0001
1566,0.9998
1567,0.9992
1568,0.9972
1569,0.9965
1570,0.6577
1571,0.0
1572,0.9991
1573,0.9974
1574,0.0094
1575,0.999
1576,0.9926
1577,0.9695
1578,0.0002
1579,0.0
1580,0.0
1581,0.002
1582,0.4695
1583,0.9576
1584,0.9323
1585,0.6367
1586,0.9997
1587,0.9996
1588,0.9936
1589,0.9998
1590,0.9999
1591,0.8199
1592,0.0
1593,1.0
1594,0.0009
1595,0.9132
1596,0.9991
1597,0.9624
1598,0.0046
1599,0.9991
1600,0.0
1601,0.9978
1602,0.0
1603,0.9815
1604,0.0023
1605,0.9977
1606,0.9998
1607,0.0002
1608,0.0045
1609,0.9985
1610,0.0084
1611,0.0
1612,0.0661
1613,0.9963
1614,0.0
1615,1.0
1616,0.9992
1617,0.2875
1618,0.0189
1619,0.9955
1620,0.9997
1621,0.9999
1622,0.9968
1623,0.9994
1624,0.9671
1625,0.9991
1626,0.0002
1627,0.9996
1628,0.0
1629,0.0
1630,0.0
1631,0.9997
1632,0.0001
1633,0.0014
1634,0.9999
1635,0.0016
1636,0.0389
1637,1.0
1638,0.9656
1639,0.0
1640,0.0186
1641,0.0636
1642,0.18
1643,0.0673
1644,1.0
1645,0.0057
1646,0.9311
1647,0.9984
1648,0.9997
1649,0.9869
1650,0.0129
1651,0.9982
1652,0.5407
1653,0.0
1654,1.0
1655,0.0
1656,0.0
1657,0.5156
1658,0.076
1659,0.8892
1660,0.0
1661,0.9866
1662,0.9929
1663,0.1642
1664,0.9982
1665,0.0
1666,0.9999
1667,0.9999
1668,0.0
1669,0.7736
1670,0.0
1671,0.9995
1672,0.0014
1673,0.0072
1674,0.1358
1675,0.9184
1676,0.9994
1677,1.0
1678,0.9473
1679,0.9993
1680,0.9995
1681,0.3259
1682,0.0001
1683,0.0
1684,0.9998
1685,0.9929
1686,0.9952
1687,0.0658
1688,0.0107
1689,0.0023
1690,0.0
1691,1.0
1692,0.0
1693,0.0
1694,0.9982
1695,0.9897
1696,0.0568
1697,0.0073
1698,0.9991
1699,0.0064
1700,1.0
1701,0.0
1702,1.0
1703,0.0001
1704,0.9961
1705,0.9989
1706,0.0019
1707,0.9968
1708,0.9873
1709,0.2723
1710,0.9983
1711,0.0
1712,1.0
1713,1.0
1714,0.506
1715,0.459
1716,0.8264
1717,0.9974
1718,0.0003
1719,0.9999
1720,0.0
1721,0.1645
1722,0.0
1723,0.9948
1724,0.9999
1725,0.0001
1726,0.0
1727,0.9999
1728,0.0
1729,0.9814
1730,0.0133
1731,0.0
1732,0.9739
1733,0.9997
1734,0.9968
1735,0.0
1736,0.9114
1737,0.9999
1738,0.001
1739,0.0033
1740,0.0001
1741,0.0294
1742,0.9864
1743,0.8983
1744,0.0006
1745,0.6578
1746,0.5645
1747,0.9979
1748,0.9955
1749,0.0
1750,0.0344
1751,0.6465
1752,0.997
1753,0.5774
1754,0.0
1755,0.9997
1756,0.9877
1757,0.9995
1758,0.6245
1759,0.9996
1760,0.0
1761,0.0
1762,0.9445
1763,0.4676
1764,0.0
1765,0.0
1766,0.9999
1767,0.0
1768,0.984
1769,0.0
1770,0.0013
1771,0.0009
1772,0.9995
1773,0.7354
1774,0.9728
1775,0.9999
1776,0.0
1777,0.997
1778,1.0
1779,0.9937
1780,0.9605
1781,0.0001
1782,0.0
1783,0.0001
1784,0.0047
1785,1.0
1786,0.9999
1787,0.7513
1788,1.0
1789,0.9986
1790,0.9852
1791,0.0016
1792,1.0
1793,1.0
1794,0.0
1795,0.2001
1796,0.998
1797,0.996
1798,0.0
1799,0.0
1800,0.0
1801,0.0113
1802,0.0
1803,0.0001
1804,0.0005
1805,0.0
1806,0.0
1807,0.0002
1808,0.0
1809,0.0
1810,0.0
1811,0.2415
1812,0.0173
1813,0.9972
1814,0.0
1815,0.0
1816,0.0001
1817,0.9969
1818,0.9989
1819,0.0764
1820,0.9999
1821,0.9986
1822,0.0
1823,0.0142
1824,0.9732
1825,0.0011
1826,0.986
1827,0.4275
1828,0.0
1829,0.9999
1830,0.0001
1831,0.6202
1832,0.0
1833,0.9921
1834,0.9916
1835,0.9999
1836,0.0
1837,0.0072
1838,0.0
1839,0.076
1840,0.0005
1841,0.9995
1842,0.6615
1843,0.0443
1844,0.0
1845,0.0001
1846,0.0
1847,0.9999
1848,0.0
1849,0.0001
1850,0.9994
1851,0.0001
1852,0.0016
1853,0.9999
1854,0.9916
1855,0.9475
1856,0.7581
1857,0.0007
1858,0.8773
1859,0.0
1860,0.6846
1861,1.0
1862,0.0003
1863,0.9974
1864,0.0011
1865,0.4204
1866,0.0009
1867,0.0
1868,0.0
1869,0.0002
1870,0.0
1871,0.0001
1872,0.9987
1873,0.9998
1874,0.9293
1875,0.9998
1876,0.0001
1877,0.9994
1878,0.1097
1879,0.0
1880,0.0
1881,0.9876
1882,0.9825
1883,0.0261
1884,0.9998
1885,0.0129
1886,0.0144
1887,0.9998
1888,0.0
1889,0.0401
1890,0.8763
1891,0.9459
1892,0.0
1893,0.0013
1894,0.9906
1895,0.0003
1896,0.6471
1897,1.0
1898,0.0
1899,0.0013
1900,0.0005
1901,1.0
1902,0.0049
1903,0.0734
1904,0.9888
1905,0.0002
1906,0.9716
1907,0.9446
1908,0.996
1909,0.9849
1910,0.0001
1911,0.2589
1912,0.9993
1913,0.0
1914,0.3473
1915,0.9991
1916,0.9746
1917,0.9993
1918,0.0001
1919,0.9826
1920,0.0
1921,0.995
1922,0.0
1923,0.5262
1924,0.0
1925,0.0941
1926,0.8126
1927,0.1665
1928,0.9584
1929,0.8833
1930,0.9809
1931,0.0231
1932,0.9744
1933,0.0
1934,0.9991
1935,0.9996
1936,0.9981
1937,0.0
1938,0.0078
1939,0.6788
1940,0.0029
1941,0.1005
1942,1.0
1943,0.9623
1944,0.0001
1945,0.5784
1946,0.0
1947,0.0314
1948,0.0
1949,0.9978
1950,0.9838
1951,0.9999
1952,0.793
1953,0.9996
1954,0.9983
